Text,Sentiment
cwenya yang bego cwonya yang pinter emg laki kaya macho gitu plus nya kayak jago suka rayu maennya gesit ulala,0
yang bodoh sedang apa keluarga depok komen orang yang gak saja yang hidup gak bahagia yang suka hujat orang hidup artis ayu pengaruh emang dasar benci ayu kalau,0
mah lihat yang main prasangka kayak kamu kamu haters kayak dukun dukun titis dajjal sok pinter otak kosong maaf ye saya bala nabi muhammad yang percaya kalau udh ditunjukkin 4 saksi bukti kalau,0
mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh saja ini jaer amis jijik sumpah soal enji sm cewek ttp saja bala jaer nyampah bikin ribut,0
sih si enji hart males banget jijik laki model mah gak tanggung jwbnya ayu bunting tinggalin anak gak akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yang enji kangen anak najonggg jijik betoll deh deh min gak bahas laki hart saja gak panutan yang ambil,0
bego nya percaya diri bicara yang bilang benar bukti saja tidak lihat pinter jatohnya bego,0
bilang enji ganteng bebas slingkuh bego kali ganteng kepala kamu bau menyan gada ganteng ganteng nya banyak gaya seperti mantan bini depok nya,0
sebenarnye cocok enji att gateeeel hahah pantesan si tongtong temu dengan enji udh hukum alam kalau jodoh cermin si entong hrsnya bekaca dengan biar sadar tapi teryata otak 1 m tetep tahan jadi skrg mlh guatelnye saja seperti enji hah,0
oalaahhh saja pelakor laki nya juga kegatelan tapi nama laki kucing ksh ikan jaer gratis kga nolak wkwkkwkw,0
laki2 sis suka pecun2 murah prempuan baik2 jilbab atau pintar enji2 downgrade sih dangdut kelas prempuan jilbab ehh milih perek culun jelek selera,0
motorninja saja sombong mbak orang yang mobil lamborgini saja wae,0
bodoh saya nonton kali kaget,0
nggak usa pakai anjing babi kalau saya balas gitu wkwk,0
kemarin harga karya orang bilang jelek banget aduh penganten perempuan nya kenyang yah ampe kembung gitu perut nya,0
percaya gimik raffi gigi dn att att serta keluarga hujad dn anak ny hujad kesini tonton bodohin publik yang kasihan penghujad nggak ayu nggak pesbukers biar ngeluarkn album single artis hal nengri gimik yoo,0
kalau benar gimmick bodoh banget si ayu rating dan popularitas berani taruhin harga nilai buruk mata masyarakat,0
susah otak diemvang mah bikin rusuh lapak orang,0
najiiisss kayak si mbak dese nggak gitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk,0
iyak kaa hahahahah geli banget gasih att ih kampung habis,0
joget bikin ngakakkk anjirrrr kampung banget,0
bagus lah saya otak gak kayak kamu mantri hutan dan lurah maluin ibu kamu saja tong akun asli pakai tu yang nama bego,0
yang bego mah kamu sih yang beri contoh buruk anak pakai mata kamu emg dugem bawa anak bego sih - - jaman sudah texas saya jamin jam anak juga udh texas nggak ngerugiin kamu ya sudah sewot banget,0
si wanita jahiliyah lesbi skrg udh py pacar lagi kasi anak kemarin ksh bencana slnya tega misahin anak dr nya ktakutan anak nya masuk islam pdhl bp nya g pernah nuntut anak peluk islam udh ksh nikmat anak 3 orang masih saja nakal,0
saya emang kador artis beneran komen kamu tolol sumpah kenal nilai artis hahaha orang indo juga tuju kalau kador artis tapi celebgram dr kampung kamu tahu beda artis dengan selebgra,0
hahahaaaa terus saya kamu tolol pakai tanya kador banci tidak belum kenal wkwkwkwkw eh orang juga nilai si kador banci beneran dr gerak gerik melambay suara ngondek pakai baju cewek nyaman cowok tu,0
maklumin shaaay fans gatis keras otak bebel realita juga nggak terima hal nagita artis uda dr jaman eh bilang numpang tenar rapi mamad pdhl yang jadi si mamad gede ya ph dan,0
bee idih najong kamu tag2 orang nimbrung saja seperti mujaer kamu nggak kenal kalau nggak bawa2 nama ayu ting ting sm nagita aduh bego piara kasihan,0
langsung bilang yang maksud klu gin nama munafik,0
jedar emg muka 2 kali depan belakang busuk mulut seperti banci cucoklah 2 banci tu,0
amit amit deh orang jahat jilat bohong pelakor jijik banget,0
wkwkwkwk allah tuhan ku kenapa orang munafik ini tapi sok suci mulan jamela ayu ting2 ngikuti jejak a wkwkwk,0
dulu si pelakor yang sombong karena brhasil dapetin si botak smpe mnceraikan bunda maya skrg hdp ny mkin anjlok bunda maya yang sring jelong2 kluarnegri,0
hahhahaha sungguh allah swt laknat wanita rebut zina suami sah oranglain,0
lina2706 hemmmm capekmiskin sist skrg blik kelompok remaja lagi jadi artis juga g laku deh karma tu dr sirik nyinyirin nyonya tuh bantuin jual cireng nya tuh cilok nya tuh untun libur monaco bromo trus,0
mau tahu urus orang sm nyonyiah kamu jongos memang tetehlu pas hamil peak udeh dinikahin brojol anak baru sirih memang lonteeeee kelas akun jamahliur junjung he,0
eh jongos cba saya duluan yang tanya sm kamu memang nyonyiah gembar gembor sudah nikah ada nyonyiah aku udeh nikah dr tetehlu yang lonte perempuan eksperimen wanita tuna susila brojol aku nikah siri sm laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji tertawa lonte tolak lupa xixix,0
saya currr bunmai sudah nikah tapi janda janda suami nya rampas mulan jameela jijik banget mulan jameela belum rumah tangga bunmai hancur sudah berani bilang dan suami aduha udh wanita be,0
lina2706 lucu saja sist lonte bela2 mati2an goblok pelihara bayar begitu muljamban sampai bikin account maia nikah belum nikah urus situ nyinyir sirik nya,0
yaela muljem kyak stu bner saja tidak inget udh ngrusak kbhagian keluarga orang bego di prtahanin ya gin,0
lakik doyan banci banci kawinin banci jijik,0
comment yang lihat berapa guna medsos yang bodoh bunyi situ sehat pakai hijab mas nyinyir saja,0
mantri hutan dan lurah tuh kerudung sayang ibadah nya sholat saja drpd nyinyirin orang dandan udh sok suci mulut nya kaya sampah,0
baca arti dr comment sudah kerdus bodoh lagi bilangin orang tua nya besok kalau masak pakai mecin jadi sudah kerdungab nggak sesuai mulut besok makan salmon kalau g besok deliv rumah,0
maaf muka jelek attitude nya buruk spesialis plagiat dan tahu,0
orang otak nggak sekolahin resiko sudah upload sosmed dapat bincang netizen public figure nggak otak,0
artis kampung wkwk,0
iyaaa saya pacar sudah nikah gak norak eloo gak risih emang jangan aplod perhati followers kamu yang lumayan sebentar bawa norak,0
ya ampun pnyanyi dangdut tenar sombong bangt bacot pngn cari sensasi kmpungan bangt deh amit amit bool komando di instastory,0
waaaaoooo sopan bahasami kelas heeeehh yang repot sama hidup kamu siapahh kamu live nampilin hal2 gak yang nggilanikk jijik liat orang pantes dikomen kalau gak now watching dikomen videoin pribadi saja nonton kamu sama keluarga kamu rumah nambah niy ertong yang gak pny attutude kampung,0
norak sih kayak nggak malu kalau bilang serah sudah simpan foto gak bagi semua orang lah pamer resiko nyinyir orang insecure banget harus pamer2 gitu biar orang erti kalau si mbak udh py pacar yang dipamer2 pantat kampung banget,0
kok marah sehhh dasar wanita kampung,0
kampung artis yang numpang tenar gara2 muka katy perry doang,0
susah kalau artis kampung,0
ah min saya lama2 gak suka akun ini berita nya basi kamu lihat min si kellen amora dateng pakai jingkrak2 kamu saring min biar berita nya gak blunder kamu posting tu kd sudah posting videon kellen sama amora joget2 sama si arsya arsyi,0
iya kilometer bening lewat bening buluk mbak mbak nelen apa sih komen kaya gin surup,0
keluarga ngefans kagum lihat nya deh tapi lihat anak nya yang jelek buluk kan hermansyah kutuk yang timpa bunda kd untung allah swt ganti amora adik nya gemezzzzzzz lihat nya cocok banget anak artis class bunda kd,0
emang dasar si anak nya saja yang lebih urus pribadi umbar biar blow up hadehh guna whatsapp sms or telepon suka aneh,0
coba lihat bibir mu sayang pantat ayam wajah mu bulu kentut perfectoooo,0
gagal fokus dengar suara kok jengkel dengernya maaf cuman manusia kalau jengkel,0
muljem bicara gak blepot gak nyadar idup enak saja pakai rebut laki orang,0
lucu si yang bikin kata2 bawa2 tuhan kalau deh pepet nggak tahu orang yang rusak rumah tangga orang ibarat roboh bangun masjid mbak nya bayangin saja nya dosa mu nasi deh jadi bubur mbak nya moga bahagia dunia,0
iyah benar rubah pandang tuhan kamu setan mikirrrr suami majikan embat,0
giling mulan jalang lagi kasih ceramah hahahaha dasar cireng gak tahu gak ngaca si cireng lagi ceramah sok2 seperti pahlawan siang biar teman sama ter seperti selpii,0
pandang tuhan kamu jelek sih saya rebut suami orang tuh mulia mata tuhan,0
karena sejati kamu setan wujud manusia karena kerja setan goda manusia,0
tidak mbak baca netizen yang nyesel nggak bisa nimpuk telor si mulan saya saja ketawa baca karena wakil sedang apa buang2 wktu ketemu orang gak mutu dng si mulan masih untung nyempet2in bisa nuli biar nyadar tuh pelakor nggak harga lebih baik ketemu orang baik2 seperti bunmai tular aura positif,0
editanx paraaaahh oplas saja laaah nyai drpd ngedit2 begini hahaa knot maluuu,0
jelek lecek bantet,0
gin ken tenar ampuuun mantri hutan dan lurah kalau anak yah kasi,0
heran saya ibu kenapa saja pakai sama an v pesbu r ny bederet skandal bertubi2 gk mantri hutan dan lurah ny muka tembok gak faedah ny nonton acara yang si manusia kardus,0
wey orang bodoh bedain vape shisha sm rokok kamu ngerokok pakai acara nggak aku,0
jijik liat kaya ulet bulu kluget2 gitu hihihi ampe sgitunya ken kenal,0
jarang belai anjing muka murah bangetttt najisss,0
alycia iya sist jijik banget saya liat sok suci ngatain orang kalau saya sih malu artis papan otak gak fikir kalau bicara tahu bngt gada wibawa kalau emang nyadar tahu komentar manusia gada yang,0
sabar yaa insya allah buka pintu syurga halang api neraka orang tua,1
lagu baru mbak tata kisah rumah tangga mbak tata mbak tata bener2 sayang get suami syukur baik moga awet,1
yang komen si mbak nggak sedih ketawa2 iya kalau deh sakit sm pasang smpe berlarut2 sedang apa sih sedih ampe depresi serahin sm allah saja bawa bahagia saja meski sakit si mbak senyum2 wajah tapi hati tahu senyum bisa jadi menetralisir kondisi hati yang lagi puruk pepatah bilang kalau bahagia jangan trllu bahagia kalau sedih jangan trllu sedih imbang saja biar nggak gila,1
suka banget pasang moga gigi raffi keluarga sakinnah mawaddah warrahmah moga pihak2 pisah jodoh maut pisah amiin,1
jemima anak angkat celine eleeya anak hubung celine dirly haru tahu jemima anak panti asuh rawat wajib ajar stefen pilih celine karena hati,1
lucu yang bilang stefan menghabiskn muda wkwk umur mah gak muda muka saja yang baby face syukur bonus celinenya dulu mantan begimane bawah umur ude pacran mcam laki bini hiks lepas tu deh susah ambil putus kaya stefan tipical cowo yang tnggung jwabnya,1
yang bawa2 keenan raisa sudah bahagia ngedapetin suami super ngemong mature kaya hamish raisa dewasa banding wanita umur mikirin jadi saya raisa hamish sama2 untung pasang suami istri nggak tuh gagal move on so congratz raisa hamish moga nikah sakinah mawadah warahmah,1
raisa cantik yaaa artis nggak tonjol kalau nikah tuh mewah sudah cantik sederhana sempurna banget,1
karena orang syudah cantik nggak dandan heboh untuk buat cantik makeup simple gitu saja pesona bikin hamish klepek2,1
bagus cari ilmu mana suami orang didik,1
sukak cewek cantik kmauan blajarnya,1
yaampun artis benar benar good attitude layak panutan saja kuliah negri tapi karena bakti suami pilih kuliah wilayah suami salut banget,1
semangat batman va support karena manusia salah bahas pliis karena sudah 2,1
ya udh salam kenal ya mbk neng kenal sm mbk sbagai manusia ingetin ya sbagai manusia harus tahu jangan sombong yang digedein mentang2 deh jadi artis tertawa ya udh mbk pergi saja ya dari komen di foto ini nnt jadi korban dy sel,1
keren yaaa sederhana pancar sukak sm keluarga presiden,1
presiden embel gelar bangga,1
proud of you indonesia god bless indonesia,1
amazing bngt miss national costume kereenn bangga sama budaya indonesia,1
bangga pasti,1
proud of you kak dea patut bangga,1
suka banget sm pidatox dy pembawaanx bgtu elegan dan brwibawah pntas mmg dy mdptkan salut,1
percaya kak nik orang jujur semangat kak nik hebat,1
m mbak saya juga nggak benci nikmir salut sama nggak munafik artis maaf image saja dpan sok sok aniaya dan jual air mata nikita real sygnya msyarakat cendrung yang yang superfisial,1
cantik alami bedak tebel gaya bak tante2,1
cantik gagah mudah lancar dampe h,1
cantik tampil dewasa sesuai muka cantik indonesia classy ayu ayu bagaimana gitu,1
lcb cantikk lcb untung dapat durian durian beuntung dapat neng lcb sakina mawaddah warahmah amin,1
ganteng seragam ganteng panutan keluarga moga anak milik fisik elok mahluk allah ini,1
untung banget deh mbak dapat mas ganteng sholeh sayang keluarga ini suami idam banget moga keluarga samawa,1
smoga mas agus pimpin datang salah pimpin yang sukses sukses dalam pimpin dalam rumah tangga,1
dear bapak cra berpakain bapak cermin pribadi bapak yang sngt lembut tapi gagah moga bapak lurah dalam lindung allah swt salam hormat dari yang kagum bapak -,1
sukses kak ayu moga senantiasa naung allah swt sehat amin,1
smg sehat umur yah nek muda banget cantik mashaallahhh,1
terimakasih keluarga pilih plataran darmawangsa acara keluarga staff plataran darmawangsa kes tunggu datang keluarga sehat keluarga amin amin rabbi,1
salam dirgantara terima kasih dukung sebar awareness kait program pesawat r80 moga momen emas titik bangkit industri pesawat terbang indonesia jaya eyang habibie yuk satu langkah terbang pesawat r80 langsung klik link bio yaaa,1
semangat eyang habibie sehat dalam lindung allah ambisi kuat dalam kereeeennnnn moga banyak penurus2 bangsa seperti eyang habibie,1
milik cucu2 kebahagian yang nilai cucu sbg generasi terus bangsa,1
wahhh kerenn tempat bagus nostalgia bersmaa keluarga,1
cantik ganteng sehat bu ani keluarga,1
barakallah cucu2 yang cantik ganteng moga anak yang sholeh sholeha bangga kelg,1
bu cucu bikin hati gembira ngangeni kadang kangen ceria salam kangen cucu2 cinta,1
lucu ganteng parah gede pinternya nggak ketulungan salam hormat bu,1
terima kasih sby ani yang tani beliau kontribusi yang indonesia 10 pimpin moga bahagia sehat amin,1
