Sentiment,Tweet,Cleantweet
0,"Mending liat dek molen biarpun cowok tp cuantik, gak kaya ini cewe tp malah kayak bencong wkwkwk ??",lebih baik lihat adik molen biarpun cowok tapi cuantik tidak kaya ini cewek tapi bahkan kayak banci wkwkwk
0,bencong rombeng.menjijikan!!!gay jg.,banci rombengmenjijikangay juga
0,"Orang gila itu ???? pengen HITZ cri tenar rela dipenjara? Cari sensasi settingan supaya beken smpe hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya ky sampah,ga sekolah ya???",orang gila itu ingin terkenal cari tenar rela dipenjara cari sensasi settingan supaya terkenal sampai hina hina orang astagfirullah sekaya apa sih orang kaya mulut nya seperti sampah tidak sekolah iya
0,Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau klo dia orang kaya... Orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh,cowok macam anjing cuihhh orang kaya tidak akan pernah berkoar saya orang yang ping kaya seduniakarena semua orang juga tahu kalau dia orang kaya orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus kamu harta tidak akan di bawa mati yang pants di buang ke laut itu kamu orang yang paling anehhh
0,"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",cari sensasi supaya tenar terus banya folowers nya tidak begitu begitu juga kalee darar orang setres bicara saja masih belepotan tidak jelas begitu kamfungan
0,ngomong aja belepotan banyak gaya lu bencong,bicara saja belepotan banyak gaya kamu banci
0,Orang kebanyakAN makan TAIK ya gini!OTAKnya udah penuh sama TAIK jdi gak bisa berfikir positif!dari cara dia berbicara aja Gak BERMORAL!dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jdi Stres!MANUSIA ogah JUMPA sama LO anjing!cuma ANJING yg mau ketemu sama LO taik!,orang kebanyakan makan tai iya giniotaknya sudah penuh sama tai jadi tidak bisa berfikir positifdari cara dia berbicara saja tidak bermoraldasar kaum2 laknat banci anjing kbanyakan burit sih kamu jadi stresmanusia tidak mau jumpa sama kamu anjingcuma anjing yang mau ketemu sama kamu tai
0,Sikat abiss lahh orng2 sialan kaya gini. Pemimpin negara sendiri gak di hormatin. Jgn mentang2 Bapak President kita terlalu baik jadi di sembarangin. Saya marah.. Gak boleh kita hina pemimpin kita sendiri.. Saya harap segera di tindak hukum orng iniÖ,sikat abiss lahh orng2 sialan kaya begini pemimpin negara sendiri tidak di hormatin jangan mentang2 bapak president kita terlalu baik jadi di sembarangin saya marah tidak boleh kita hina pemimpin kita sendiri saya harap segera di tindak hukum orng iniö
0,Jijik banget lihat tingkah si upil ini. Mudah2an secepatnya tidur selamanya,jijik sangat lihat tingkah si upil ini mudah2an secepatnya tidur selamanya
0,"WONG EDAN NIH ORANG, UDH MAKAN UANG RAKYAT TIDUR PULA",wong gila ini orang sudah makan uang rakyat tidur pula
0,"Manusia laknat, matinya di apain ya",manusia laknat matinya di apain iya
0,Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,sakit di otak sama hatinya itu mah dia sudah tidak ada nurani dan urat malunya pajak saya loh yang ngegaji orang2 gila hormat ini
0,Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,anak babi bangsat ingin sumpel timah panas ke mulut kamu biar mati
0,Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,ingin sumpel timah panas ke mulut si anak babi pesek buruk rupa
0,Hey anak bangsat babi pesek buruk rupa keriting.pengen penggal leher lu sampe putus??lumayan buat makanan buaya??,hai anak bangsat babi pesek buruk rupa keritingpengen penggal leher kamu sampai putuslumayan buat makanan tidak setia
0,"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",ratu pelakor sejagat raya dimana-mana lonte iya tidak punya malu yang ngerasa lonte disini tolong punya malu dikit
0,Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,wah ini mahhhh pertemuan buah ranum dan buah busuk deh tahu dong yang busuk yang manah mentok2nya mah begitu saja kalau pelakor
0,"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",ah manda mah gatel tidak bisa liyat cowo dikit langsung disosor begok aje yang mau sama manda kegatelan jadi cewek
0,"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",si amanda mukanya ke tante umur baru berapa tapi muka boros sangat dasar cabe jujur saya mah tidak suka sama ini haltis
0,"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",astagah suka sama cewek dekil kumel ibaratnya dari nagita turun ke att nagita kaya emas att kaya barlen
0,Alah laki laki jaman skrg sm aja. Sama sama bejat. Mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya. Aku stju bgt sm yg di blg ustazah  <USERNAME> . Msuk surga bkan krna poligami. Msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,alah laki laki jaman sekarang sama saja sama sama bejat mau ustad seperti bukan seperti gila banget sama perempuan yang bukan istrinya aku stju banget sama yang di bilang ustazah msuk surga bkan karena poligami masih banyak hal yang kita buat supaya bisa jadi akhlak baik untuk bisa masuk surga ya smoga saja sih perempuan perempuan pelakor diluar sna mendapat azab yang tidak diampuni yang hidupnya tidak bakal selamat dunia akhirat
0,Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pakai otak haduh saya pikir dia orang pintar tahu agama mana baik mana buruk allah menguji kesetiaan dan nafsunya eh bahkan kaya gtu menyakiti istri sama sja menutup pintu rejekimu anak istri kamu korbankan sebagai seorg imam keluarga dia telah gagal mmpertahankan rumah tangganya mencoreng nama baik nya sendiri semua orang suka sekarang benci sama dia m
0,"Biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes..  <USERNAME>",biasalah kalau pelakor banyak yang lebih hancur mukanya dari istri sah barang bagus pasti cepat laku karena pelakor jelek tidak laku makanya ngembat laki orang iya sudah sama2 gatel kok cocok wes
0,"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",lama lama tidak suka deh sama ini ertong captionig story nya membicarakan orang mlu orang kan jadi ambigu nilai si a si b si c sudah begitu kaya paling di zholimi salahinnya depan lawan dong jangan bicara di status ah kata nya dewasa
0," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",ini lagi pemikiran manusia bodoh eehhh tanteibuomaempo otak kamu picik bngt iya dia juga manusi biasa ada larangan memang di dunia ini orang di larang ngungkapin unek2 stupid human
0,"Heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok""an baik sama dese, lah apa kabar yg sering baperan sama laki orang ? Ga pada nyadar diri tuh pemujanya att, bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja"" att dan mojokin viaa. Dese juga manusia keles ahh",heran deh yang ngatain si via baperan iya wajar lah dese baper karena udin muak sama orang yang munafik sokan baik sama dese lah apa kabar yang sering baperan sama laki orang tidak pada nyadar diri itu pemujanya att bukannya pada gotong royong buat nasehatin att ini bahkan menggila buat muja att dan mojokin viaa dese juga manusia keles ahh
0," <USERNAME> itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalo org sudah sok bener mah gitu, pdhal ini kan media sosial, hak dia dong instagram juga instagram dia, yg penting kan nyinyir gak pake ig s",itu yang komen via nyinyir melulu aduh seperti dia tidak pernah nyinyirin orang saja mungkin lebih parah kalau orang sudah sok benar mah begitu padahal ini kan media sosial hak dia dong instagram juga instagram dia yang penting kan nyinyir tidak pakai ig si
0," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",ini lagi pemikiran manusia bodoh eehhh tanteibuomaempo otak kamu picik bngt iya dia juga manusi biasa ada larangan memang di dunia ini orang di larang ngungkapin unek2 stupid human
0, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,bisa nya cuma ngatain orang nyindir siapa netijen goblok banyakan masyako
0," <USERNAME> cara didik ortunya nagita bagus, makanya amat sangat heran dg balajaer, kan nagita yah yg dirugikan sm junjunganny.. Knp dia yg dibenci, bodoh bgt asli.",cara didik ortunya nagita bagus makanya amat sangat heran dengan balajaer kan nagita yah yang dirugikan sama junjunganny kenapa dia yang dibenci bodoh banget asli
0," <USERNAME> pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh..",padahal kamu lebih kampungan lohpake kerudung tapi mulutnya cuihh
0,Belajaer tuh apa ya? Hahahaha bela artis ampe sebegitunya... manusah2 begoh ????????,belajar itu apa iya hahahaha bela artis ampe sebegitunya manusah2 begoh
0," <USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",iya banyak berarti mereka norak kampyuung coba lihat artis yang adem ayem lihat isyana lihat agnezmo lihat mbak liaaat jangan diliat saja coba di telaah deh dikasih tahu contoh artis yang better eh jawabannya begini iya cocok lah
0," <USERNAME> gak usah sok jadi high class mba, liat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yg suka curhat di ig, ada yg curhat ke temen ada yg curhat ke Tuhan.... ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya, yg curh",tidak perlu sok jadi high class mbak lihat komenmu sendiri memang semua artis itu sama beda2 mbak ada yang suka curahan hati di ig ada yang curahan hati ke teman ada yang curahan hati ke tuhan tidak perlu terus mulut situ maju dulu otaknya belakangan mikirnya yang curh
0," <USERNAME> lah goblok amat, gak semua netizen yg kontra sm postingan si via ini bakajaer kali, mba/mas. Ih goblok kok dipiara. Lol",lah bodoh amat tidak semua netizen yang kontra sama postingan si via ini bakajaer kali mbamas ih bodoh kok dipiara tertawa
0,Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,ini siapa sih memang artis kok artis indo bukan nya mengurus prestasi bahkan di sosmed nya beginian melulu isi nya jadi jatoh nya kampungan
0," <USERNAME> baru itu aj kn y mba, apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini",baru itu saja kan ya mbak apa lagi kaya agnes mau banyak penghargaan nya tapi tidak kampungan beda am yang ini
0,Munafik bgt yg ngomong curhat di sosmed kampungan... Gua yakin elu juga kitu keleusss wkkwkww..... Mending mba via dia artis cantik bs nyanyi.. La elu pada? Lbh kampungan wkwkwkwkw!!!!,munafik banget yang bicara curahan hati di sosmed kampungan saya yakin kamu juga kitu keleusss wkkwkww lebih baik mbak via dia artis cantik bisa nyanyi lah kamu pada lebih kampungan wkwkwkwkw
0, <USERNAME>.wawan zzzzz emng ini artis ga punya tmn apa? Dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,wawan zzzzz memang ini artis tidak punya tmn apa dikit dikit att hahaha lagi juga apa apa curahan hati di sosmed kampungan
0,Lemes ya mulutnya. Berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak. Mmmm artis masih kampungan sih ya jadi wajar lah ya ????????,lemes iya mulutnya berani lewat ststus sudah begitu tulisannya sengaja biar tidak kebaca takut kali di labrak mmmm artis masih kampungan sih iya jadi wajar lah iya
0, <USERNAME> main main lah ke jawa timur.. Biar ga begok!!,main main lah ke jawa timur biar tidak begok
0, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,bisa nya cuma ngatain orang nyindir siapa netijen goblok banyakan masyako
0," <USERNAME> dia udah nunjukin karyanya, situ pny karya apa? Karya nyinyir hidupnya Via?? Tolol ??",dia sudah nunjukin karyanya situ punya karya apa karya nyinyir hidupnya via sangat bodoh
0," <USERNAME> siapa bilang gw fansnya Via?? Duh nantangin gw nih org... anak tolol ank alay, jablay!",siapa bilang saya fansnya via aduh nantangin saya ini orang anak sangat bodoh anak norak jarang dibelai
0, <USERNAME> yutub apaan ya mba? Aplikasi baru ya? Sy taunya youtube. Mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh. Mreka jg di bayar apalagi klo bnyk yg ntn video mreka. Sekolah yg bener deh mba biar pinter. Generasi muda,yutub apa iya mbak aplikasi baru iya saya taunya youtube mbak tidak tahu apa iya seseorg bisa dapat penghasilan besar salah satunya dari youtube loh mreka juga di bayar apalagi kalau banyak yang nonton video mreka sekolah yang benar deh mbak biar pinter generasi muda
0,"gue suka gangerti deh yaa, kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu?? padahal att nya aja biasa aja.. Fansnya sih yg bikin jelek.. Orang kalo di sangkut pautin mulu jg lama-lama gerah kali..",saya suka gangerti deh ya kenapa kalau via vallen bikin status atau apalah itu disangkut pautin sama att melulu padahal att nya saja biasa saja fansnya sih yang bikin jelek orang kalau di sangkut pautin melulu juga lamalama gerah kali
0,Jujur aja ya ni org malah bagusan kaga oplas..ada tu foto dia sblm dn sesudah oplas..dioplas mukanya aneh...kyknya gagal oplasnya...,jujur saja iya ini orang bahkan bagusan tidak oplasada tu foto dia sebelum dn sesudah oplasdioplas mukanya anehkyknya gagal oplasnya
0,Noraaak abiiis... Baru kebeli emas az pamer aplg mainan berlian ciiinnnnn.... ??,noraaak abiiis baru kebeli emas az pamer aplg mainan berlian ciiinnnnn
0,Before and after pasca oplas ga ngefek ya.. tetep jelek n serem mukanya..ahahahhaha..,before dan after pasca oplas tidak ngefek iya tetep jelek dan serem mukanyaahahahhaha
0,"Salfok ke mukanya, sumpah jelek... Oplas apaan model begitu... Failed!!!",salfok ke mukanya sumpah jelek oplas apa model begitu failed
0,Norak bener. Kegaet penjahat baru rasa.,norak benar kegaet penjahat baru rasa
0,"Najis..,apalagi d philipine biasa bgt kali,d sana aj bangga..jd perusak moral ko bangga..najis banget liatnya.ckp d sini aj komen ny,dia pngn ngetop lwt nitezerrre.....wkwkwk..ngarep laku",najisapalagi di philipine biasa banget kalid sana saja banggajd perusak moral kok bangganajis sangat liatnyackp di sini saja komen nydia pngn ngetop lewat nitezerrrewkwkwkngarep laku
0,Yang gua bingung jujur kenapa media pada rebutan ngeliput ini orang. Kayaknya cuman net doang media informasi yang masih waras,yang saya bingung jujur kenapa media pada rebutan ngeliput ini orang kayaknya Cuma net saja media informasi yang masih waras
0,"Bukankah Jedun yg ga becus jadi perempuan terhormat, ga becus jadi perempuan cerdas, ga becus jadi perempuan yg mencari suami sah bukan suami orang, ga becus jadi perempuan yg menghindari narkoba, ga becus jadi perempuan yg menjaga nama baik keluarga... semoga hanya ada satu perempuan yg kayak kamu di dunia ini ya Jedun",bukankah jedun yang tidak becus jadi perempuan terhormat tidak becus jadi perempuan cerdas tidak becus jadi perempuan yang mencari suami sah bukan suami orang tidak becus jadi perempuan yang menghindari narkoba tidak becus jadi perempuan yang menjaga nama baik keluarga semoga hanya ada satu perempuan yang kayak kamu di dunia ini iya jedun
0,"cewe yg bgni yg hrsnya gosong jd abu aja di kebakaran pabrik yg lg viral kmrn tu. bnr2 slain ga brguna, gda otak.. cm modal ngangkang trs gebet laki org trs bangga.. btw klo emg instastory nya buat nyindir sesebini tua mah. ehhh at least biar ga becus jd prewi tp becus cuii jd emak. buktinya anak nya bejibun trs smua pro ke emaknya drpd bapaknya",cewek yang bgni yang hrsnya gosong jadi abu saja di kebakaran pabrik yang lagi viral kemarin tu bnr2 slain tidak brguna tidak ada uang otak cm modal ngangkang terus gebet laki orang terus bangga ngomong-ngomong kalau memang instastory nya buat nyindir sesebini tua mah ehhh at least biar tidak becus jadi prewi tapi becus cuii jadi emak buktinya anak nya banyak terus semua profesional ke emaknya daripada bapaknya
0,"Hahaha..kasian ya...gak becus jadi perem...harus ngerebut laki orang dulu biar dikata ""perempuan""? Dasar perempuan tak sadar diri ente cuy.",hahahakasian yagak becus jadi peremharus ngerebut laki orang dulu biar dikata perempuan dasar perempuan tidak sadar diri ente cuy
0,Dasar artis abal abal enggk laku di layar kaca...udh Enggk ada duit kere Miskin..Jadi maen k dukun buat minta elmu pelet perebut suami org yg kaya...,dasar artis abal abal enggk laku di layar kacaudh enggk ada uang tidak punya uang miskinjadi main ke dukun buat minta elmu pelet perebut suami orang yang kaya
0,"ih dia kan paling becus makrum, paling becus ngrebut suami orang hehe????",ih dia kan paling becus makrum paling becus ngrebut suami orang he
0,Eeee si pelacur. Situ becus jd brempuan emang? Becus jadi sampah sih iya. Edeuuuuuh lonte lonte,eeee si pelacur situ becus jadi brempuan memang becus jadi sampah sih iya edeuuuuuh lonte lonte
0,"Biarin,,,puas puasin mumpung deseu masih brasa muda. Ntar klo dah tua juga nyaho! Karma itu ada.",biarinpuas puasin selagi deseu masih brasa muda sebentar kalau deh tua juga nyaho karma itu ada
0,Dia ini punya anak perempuan lho. Ibu macam apa contohin jelek ke anaknya. Jauh dari kata BECUS ini perempuan. Amit amit...,dia ini punya anak perempuan loh ibu macam apa contohin jelek ke anaknya jauh dari kata becus ini perempuan amit amit
